,VideoID,Date/Time,Title,Description,Tags,Duration,Definition,Caption,Views,Likes,Comments,Date,Time,TotalDuration(sec),LikeRatio,CommentRatio,Month_Year,DayOfWeek,Engagement Rate
0,ybWnOmrEGN8,2024-05-15 16:00:55+00:00,Men With Broken Relationship With Their Mother! (This BROKE Me),"* 7-DAY FREE TRIAL ( APOLLONIA'S MEN""S MASTERY VIP MEMBERSHIP) 
https://membership.apolloniaponti.com/checkouts/membership-quarterly-7-day-free-trial/

The mother wound plays so vital for a man without a great mother figure or a man who has had to be responsible for his mother's emotions. This is a different style video, totally unplanned, to help men understand that they do not have to be a byproduct of their generational trauma. 

Subscribe Here: https://www.youtube.com/c/ApolloniaPonti?sub_confirmation=1 

GET IN TOUCH WITH APOLLONIA (website): www.apolloniaponti.com 
________

CHECKOUT CLIENT SUCCESS STORIES HERE 🥳: 
https://www.apolloniaponti.co/apollonia-testimonials
________

Say ""hi"" on social: 
Instagram: https://www.instagram.com/apollonia_ponti/
Facebook: https://www.facebook.com/apollonialovecoach

Listen to the Elevated Man Podcast: 
https://podfollow.com/the-elevated-man

[CONTACT ME] **PLEASE SEE NOTE BELOW 

Apollonia Ponti is the top leading female dating coaching with over 8 years of experience working with men directly. She is the #1 leading dating and relationship coach for men that with hundreds of proven testimonials. She has worked with over 5,000 men. Apollonia Ponti is going to help you attract women, talk to women, date women, seduce women, get the woman you want, become more confident, help you pick the right woman, how to flirt, and most importantly, attract high-quality women to have a healthy relationship with the woman you've always wanted. 

Text Me @ +1 (305) 590-5527

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

© Apollonia Ponti. All rights reserved.","['dating advice for men', 'trauma', 'mother wound', 'mother wound in men', 'mother wound healing', 'life coach for men', 'relationship tips for men', 'relationship coach for men', 'apollonia ponti', 'personal development', 'relationship advice', 'relationship', 'dating advice from guys', 'break up', 'love advice', 'trauma bonding', 'generational trauma', 'karmic relationship', 'love']",PT14M27S,hd,false,1922.0,162.0,58.0,2024-05-15,16:00:55,867.0,84.28720083246618,30.17689906347555,2024-05,Wednesday,11.446409989594173
1,jYEel3Qt_kc,2024-05-10 15:53:18+00:00,Why Successful Men Struggle to Attract The Woman They REALLY Want! (NO One Talks About This),"(BOOK A FREE DATING EVALUATION HERE) 3 MONTH ATTRACTION COACHING w/Apollonia:   https://www.apolloniaponti.co/aoa-presentation

Calling all successful men who are tired of not finding the right woman! In this revealing video, discover the common pitfalls that successful men face in attracting their ideal partner. Learn why being a chooser is key to finding the woman you truly desire. Hit subscribe to stay updated on relationship tips and dating advice!

Subscribe Here: https://www.youtube.com/c/ApolloniaPonti?sub_confirmation=1 

GET IN TOUCH WITH APOLLONIA (website): www.apolloniaponti.com 

Watch Next Videos:
You Must Do This If You Want To EMOTIONALLY DETACH From A Woman!: https://youtu.be/Hsazpez9FOY?si=sjA2QfIhbrcGDm1Y

Stop Mistaking A Woman's Unavailability For High-Quality - Watch This!
https://youtu.be/2ejmRUWy1ZY?si=TnCZq0xA2pP22Vgy

Make Her Think Of You 24/7 With These Non-Creepy Phrases! (5 Phrases INCLUDED)
https://youtu.be/Lz4_XZJXSls?si=YuSgRZB6fxKDUt5J

________

CHECKOUT CLIENT SUCCESS STORIES HERE 🥳: 
https://www.apolloniaponti.co/apollonia-testimonials
________

Say ""hi"" on social: 
Instagram: https://www.instagram.com/apollonia_ponti/
Facebook: https://www.facebook.com/apollonialovecoach

Listen to the Elevated Man Podcast: 
https://podfollow.com/the-elevated-man

[CONTACT ME] **PLEASE SEE NOTE BELOW 

Apollonia Ponti is the top leading female dating coaching with over 8 years of experience working with men directly. She is the #1 leading dating and relationship coach for men that with hundreds of proven testimonials. She has worked with over 5,000 men. Apollonia Ponti is going to help you attract women, talk to women, date women, seduce women, get the woman you want, become more confident, help you pick the right woman, how to flirt, and most importantly, attract high-quality women to have a healthy relationship with the woman you've always wanted. 

Text Me @ +1 (305) 590-5527

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

© Apollonia Ponti. All rights reserved.","['dating advice', 'dating', 'dating tips', 'how to get a girlfriend', 'relationships', 'dating advice for men', 'how to get a girl to like you', 'dating coach', 'how to get girls', 'dating expert', 'relationship expert', 'why do relationships fail', 'why do my relationships fail', 'successful men', 'successful man habits', 'dating as a successful man', 'men attracting women', 'men attracted to women', 'apollonia ponti', 'how to get a girl you like', 'how to flirt with women', 'modern dating']",PT15M49S,hd,false,3607.0,203.0,84.0,2024-05-10,15:53:18,949.0,56.27945661214306,23.28805101192126,2024-05,Friday,7.956750762406432
2,zFIiuPuBy-A,2024-05-01 05:58:16+00:00,"Are You The ""Standby"" Guy! (Don't be her backup choice) 6 Ways To Know!",Book a 45 Minute Consultation Call: https://calendly.com/apolloniaponti/45-minute-consultation?_ga=2.71350295.547109882.1714487455-1996950941.1706633755&month=2024-04,"[""don't be her backup choice"", 'dating tips for men', 'dating coach for men', 'dating advice for men', 'dating', 'dating advice', 'relationship advice', 'first date tips', 'first date', 'dating coach', 'dating tips', 'how to get a girlfriend', 'relationships', 'date tips', 'love advice', 'dating tips for women', 'dating expert', 'relationship expert', 'online dating tips', 'best dating advice', 'relationship coach', 'relationship advice for men', 'relationship tips', 'relationship tips for men', 'Apollonia Ponti']",PT32M56S,hd,false,7147.0,259.0,40.0,2024-05-01,05:58:16,1976.0,36.23898139079334,5.596753882748006,2024-05,Wednesday,4.183573527354135
3,Hsazpez9FOY,2024-04-23 15:11:27+00:00,You Must Do This If You Want To EMOTIONALLY DETACH From A Woman! (...And Gain RESPECT),"(BOOK A FREE DATING EVALUATION CALL) 3 MONTH ATTRACTION COACHING w/Apollonia:   https://www.apolloniaponti.co/aoa-presentation

Are you tired of getting emotionally attached too early in your relationships? Learn how to emotionally detach from a woman and gain respect with these powerful tips from a dating expert! Subscribe to the channel for more valuable advice on building successful relationships.

Subscribe Here: https://www.youtube.com/c/ApolloniaPonti?sub_confirmation=1 

GET IN TOUCH WITH APOLLONIA (website): www.apolloniaponti.com 

Watch Next Videos: 

Stop Mistaking A Woman's Unavailability For High-Quality 
https://youtu.be/2ejmRUWy1ZY

Make Her Think Of You 24/7 With These Non-Creepy Phrases!
https://youtu.be/Lz4_XZJXSls

Psychological Secrets To Get A Woman To Value You MORE!
https://youtu.be/zyfM0HiIsaA
________

CHECKOUT CLIENT SUCCESS STORIES HERE 🥳: 
https://www.apolloniaponti.co/apollonia-testimonials
________

Say ""hi"" on social: 
Instagram: https://www.instagram.com/apollonia_ponti/
Facebook: https://www.facebook.com/apollonialovecoach

Listen to the Elevated Man Podcast: 
https://podfollow.com/the-elevated-man

[CONTACT ME] **PLEASE SEE NOTE BELOW 

Apollonia Ponti is the top leading female dating coaching with over 8 years of experience working with men directly. She is the #1 leading dating and relationship coach for men that with hundreds of proven testimonials. She has worked with over 5,000 men. Apollonia Ponti is going to help you attract women, talk to women, date women, seduce women, get the woman you want, become more confident, help you pick the right woman, how to flirt, and most importantly, attract high-quality women to have a healthy relationship with the woman you've always wanted. 

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

© Apollonia Ponti. All rights reserved.","['emotionally detach', 'dating advice for men', 'dating advice', 'relationship advice for women', 'emotional detachment', 'apollonia ponti', 'how to get a woman to respect you', 'Power of walking away', 'walk away', 'dating', 'walking away from a woman', 'dating tips for men', 'high value man', 'how to walk away', 'attraction', 'emotionally detach from a woman', 'how to detach', 'psychology', 'relationships', 'dr. andrew huberman', 'how to emotionally detach from someone you love']",PT9M53S,hd,false,13418.0,532.0,67.0,2024-04-23,15:11:27,593.0,39.648233715904006,4.993292592040542,2024-04,Tuesday,4.464152630794455
4,2ejmRUWy1ZY,2024-04-16 13:00:03+00:00,Stop Mistaking A Woman's Unavailability For High-Quality - Watch This!,"(BOOK A FREE DATING EVALUATION HERE) ATTRACTION COACHING w/Apollonia:   https://www.apolloniaponti.co/aoa-presentation

Uncover the key strategies to steer clear from the common dating blunder of misinterpreting a woman's unavailability as a sign of high quality with the invaluable insights shared by renowned dating and relationship coach Apollonia Ponti in this highly informative video. By hitting the subscribe button now, you can access essential tips on how to attract and retain a high-value woman, leading to a remarkable transformation in your love life!

Subscribe Here: https://www.youtube.com/c/ApolloniaPonti?sub_confirmation=1 

GET IN TOUCH WITH APOLLONIA (website): www.apolloniaponti.com 

Text Me @ +1 (305) 590-5527

Watch Next Videos:

Make Her Think Of You 24/7 With These Non-Creepy Phrases! (5 Phrases Included) 
https://youtu.be/Lz4_XZJXSls

7 Questions Men Need To Ask Before Dating 
https://youtu.be/cr6xlFz1ddA

Psychological Secrets To Get A Woman To Value You MORE! ( Eliminating Scarcity Now) 
https://youtu.be/zyfM0HiIsaA

________

CHECKOUT CLIENT SUCCESS STORIES HERE 🥳: 
https://www.apolloniaponti.co/apollonia-testimonials
________

Say ""hi"" on social: 
Instagram: https://www.instagram.com/apollonia_ponti/
Facebook: https://www.facebook.com/apollonialovecoach

Listen to the Elevated Man Podcast: 
https://podfollow.com/the-elevated-man

[CONTACT ME] **PLEASE SEE NOTE BELOW 

Apollonia Ponti is the top leading female dating coaching with over 8 years of experience working with men directly. She is the #1 leading dating and relationship coach for men that with hundreds of proven testimonials. She has worked with over 5,000 men. Apollonia Ponti is going to help you attract women, talk to women, date women, seduce women, get the woman you want, become more confident, help you pick the right woman, how to flirt, and most importantly, attract high-quality women to have a healthy relationship with the woman you've always wanted. 

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

© Apollonia Ponti. All rights reserved.
00:00 Introduction
01:14 The ""concept"" of High-Quality Women 
03:11 Tip #1","['dating tips for men', 'dating advice for men', 'apollonia ponti', 'how to deal with rejection', 'dating mistakes', 'attract women', 'attracting unavailable women', 'dating coach for men', 'how to stop attracting unavailable women', 'dating tips', 'high value women', 'high quality women', 'high value woman traits', 'low value women', 'red flags in women', 'low value woman', 'red flags', 'dating and relationships', 'advice for men', 'signs she is a low value woman']",PT13M35S,hd,false,6677.0,299.0,47.0,2024-04-16,13:00:03,815.0,44.78059008536768,7.03908941141231,2024-04,Tuesday,5.181967949677999
5,Lz4_XZJXSls,2024-04-09 13:30:10+00:00,Make Her Think Of You 24/7 With These Non-Creepy Phrases! (5 Phrases INCLUDED),"[ HOW TO FLIRT PROGRAM ]
https://www.apolloniaponti.co/how-to-flirt1650027036445

Curious about how to catch her attention and make her think about you even when you're not around? Dive into this video for tips on using direct and indirect compliments to keep her interested 24/7! 

Subscribe Here: https://www.youtube.com/c/ApolloniaPonti?sub_confirmation=1 

GET IN TOUCH WITH APOLLONIA (website): www.apolloniaponti.com 

Watch Next Videos:

7 Must-Ask Questions Men Need To Ask Women Before Dating! 
https://youtu.be/cr6xlFz1ddA

Psychological Secrets To Get A Woman To Value You MORE!
https://youtu.be/zyfM0HiIsaA

How To Know You Aren't The Only One She's Talking To!
https://youtu.be/hn9ORQ9h3zg
________

CHECKOUT CLIENT SUCCESS STORIES HERE 🥳: 
https://www.apolloniaponti.co/apollonia-testimonials
________

Say ""hi"" on social: 
Instagram: https://www.instagram.com/apollonia_ponti/
Facebook: https://www.facebook.com/apollonialovecoach

Listen to the Elevated Man Podcast: 
https://podfollow.com/the-elevated-man

[CONTACT ME] **PLEASE SEE NOTE BELOW 

Apollonia Ponti is the top leading female dating coaching with over 8 years of experience working with men directly. She is the #1 leading dating and relationship coach for men that with hundreds of proven testimonials. She has worked with over 5,000 men. Apollonia Ponti is going to help you attract women, talk to women, date women, seduce women, get the woman you want, become more confident, help you pick the right woman, how to flirt, and most importantly, attract high-quality women to have a healthy relationship with the woman you've always wanted. 

Text Me @ +1 (305) 590-5527

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

© Apollonia Ponti. All rights reserved.","['how to talk to women', 'non-creepy phrases', 'high-quality women', 'attract women', 'conversation starters', 'dating tips', 'catch her attention', 'make her think', 'how to flirt marni', 'how to flirt with women', 'marni wing girl', 'how to attract women', 'dating tips for men', 'dating coach', 'attraction', 'how to show interest', 'how to show intent', 'courtney ryan', 'dating', 'how to talk to her', 'how to be confident', 'how to show intent without being needy', 'what to say to a girl', 'dating advice for men']",PT13M41S,hd,false,10338.0,400.0,87.0,2024-04-09,13:30:10,821.0,38.692203520990525,8.415554265815437,2024-04,Tuesday,4.7107757786805955
6,VLk2Gc-cnXY,2024-04-08 19:23:49+00:00,"Why ""Attraction"" Will Get Your Results Instantly With Your Dream Girl!",BOOK A CALL WITH ME: https://www.apolloniaponti.co/aoa-presentation,"['how to attract women', 'how to attract your crush', 'how to attract girls', 'dating coach for men', 'datng tips for men', 'dating advice for men', 'relationship advice for men', 'apollonia ponti', 'sadia khan']",PT15M59S,hd,false,3535.0,171.0,14.0,2024-04-08,19:23:49,959.0,48.373408769448375,3.9603960396039604,2024-04,Monday,5.233380480905233
7,cr6xlFz1ddA,2024-04-02 13:59:18+00:00,7 Must-Ask Questions Men Need To Ask Women Before Dating! (SCREEN HER LIKE THIS),"* FREE EBOOK: 7 COMMON MISTAKES MEN MAKE WHEN ATTRACTING A WOMAN 
https://www.apolloniaponti.co/free-e-book-7-common-mistakes-men-make

* (BOOK A FREE DATING EVALUATION HERE) 3 MONTH ATTRACTION COACHING w/Apollonia:   https://www.apolloniaponti.co/aoa-presentation

Are you tired of falling for the wrong woman? Learn why men should character gauge women instead of just focusing on looks. Do you struggle with knowing what you want in a relationship? Find out why having standards is crucial for your dating success. Are you ready to level up your dating game? Explore the importance of character gauging women and asking the right questions. Discover how to screen women effectively to find a partner who aligns with your values and goals. Subscribe for more dating insights and relationship guidance!

Subscribe Here: https://www.youtube.com/c/ApolloniaPonti?sub_confirmation=1 

GET IN TOUCH WITH APOLLONIA (website): www.apolloniaponti.com 

Watch Next Videos:

Psychological Secrets To Get A Woman To Value You!
https://youtu.be/zyfM0HiIsaA

How To Know You Aren't The Only One She's Talking To. 
https://youtu.be/hn9ORQ9h3zg

________

CHECKOUT CLIENT SUCCESS STORIES HERE 🥳: 
https://www.apolloniaponti.co/apollonia-testimonials
________

Say ""hi"" on social: 
Instagram: https://www.instagram.com/apollonia_ponti/
Facebook: https://www.facebook.com/apollonialovecoach

Listen to the Elevated Man Podcast: 
https://podfollow.com/the-elevated-man

[CONTACT ME] **PLEASE SEE NOTE BELOW 

Apollonia Ponti is the top leading female dating coaching with over 8 years of experience working with men directly. She is the #1 leading dating and relationship coach for men that with hundreds of proven testimonials. She has worked with over 5,000 men. Apollonia Ponti is going to help you attract women, talk to women, date women, seduce women, get the woman you want, become more confident, help you pick the right woman, how to flirt, and most importantly, attract high-quality women to have a healthy relationship with the woman you've always wanted. 

Text Me @ +1 (305) 590-5527

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

© Apollonia Ponti. All rights reserved.","['Dating tips for men', 'dating advice for men', 'relationship advice', 'dating', 'dating coach', 'men test women', 'dating tips', 'relationships', 'how to attract women', 'dating tips for men', 'relationship expert', 'should i date her', 'how to screen a woman on a date', 'how to screen a woman', 'how to test a woman on a date', 'dating advice', 'first date tips', 'first date tips for men', 'first date', 'first date advice', 'date tips', 'Apollonia Ponti', 'how women test men', 'why women test men', 'how do women test men']",PT9M45S,hd,false,10177.0,534.0,69.0,2024-04-02,13:59:18,585.0,52.47125872064459,6.779994104352952,2024-04,Tuesday,5.925125282499755
8,zyfM0HiIsaA,2024-03-26 13:01:03+00:00,Psychological Secrets To Get A Woman To Value You MORE! ( Eliminate Scarcity NOW),"* (BOOK A FREE DATING EVALUATION HERE) 3 MONTH ATTRACTION COACHING w/Apollonia:   https://www.apolloniaponti.co/aoa-presentation

21-DAY MEDITATION FOR MEN: https://www.apolloniaponti.co/21-day-attraction-challenge

Uncover the well-hidden psychological secrets that lead to abundance and bid farewell to scarcity in your interactions with women! Let relationship expert Apollonia Ponti guide you through valuable insights on how to cultivate an abundance mindset that naturally attracts high-quality women. Say goodbye to feelings of exhaustion or being stuck in a dating rut, and learn how to shift your perspective to effortlessly draw in the kind of great women you truly deserve. Make sure to subscribe for regular tips and advice on mastering the art of dating and relationships!

Subscribe Here: https://www.youtube.com/c/ApolloniaPonti?sub_confirmation=1 

GET IN TOUCH WITH APOLLONIA (website): www.apolloniaponti.com 

Watch Next Videos: 

Where To Meet High-Quality Women (Places You Haven't Heard Before)
https://www.youtube.com/watch?v=T5BB47wY9qg

How To Know You Aren't The Only One She's Talking To! ( Don't Let THIS Happen)
https://youtu.be/hn9ORQ9h3zg?si=3XFL0HXp_iCRcv4X

EXACTLY What High-Quality Women Expect On A First Date!
https://youtu.be/g9-Def-PZgI?si=LS0-eRWaTVh5oCSR
________

CHECKOUT CLIENT SUCCESS STORIES HERE 🥳: 
https://www.apolloniaponti.co/apollonia-testimonials
________

Say ""hi"" on social: 
Instagram: https://www.instagram.com/apollonia_ponti/
Facebook: https://www.facebook.com/apollonialovecoach

Listen to the Elevated Man Podcast: 
https://podfollow.com/the-elevated-man

[CONTACT ME] **PLEASE SEE NOTE BELOW 

Apollonia Ponti is the top leading female dating coaching with over 8 years of experience working with men directly. She is the #1 leading dating and relationship coach for men that with hundreds of proven testimonials. She has worked with over 5,000 men. Apollonia Ponti is going to help you attract women, talk to women, date women, seduce women, get the woman you want, become more confident, help you pick the right woman, how to flirt, and most importantly, attract high-quality women to have a healthy relationship with the woman you've always wanted. 

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

© Apollonia Ponti. All rights reserved.
00:00 Introduction
00:37 What's scarcity mindset 
01:58 The hard truth! 
05:13 Examples of what scarcity does to you
07:40 Hidden scarcity (every man must listen)
09:41 Abundance Mentality 
11:17 #2 Tip Eliminate Scarcity
12:01 #3 Tip Eliminate Scarcity
12:25 #4 Tip Eliminate Scarcity","['psychology of attraction', 'get her to want you', 'how to attract women', 'psychology tricks', 'how to get a girl to like you', 'dating advice for men', 'apollonia ponti', 'dating coach', 'dating tips', 'dating advice', 'attract women', 'scarcity mentality', 'abundance mentality', 'get her back', 'girlfriend distant', 'psychological secrets', 'high-quality women', 'dating habits', 'make her want you more', 'make her want you', 'love', 'attract any woman']",PT13M15S,hd,false,9959.0,417.0,92.0,2024-03-26,13:01:03,795.0,41.87167386283763,9.237875288683602,2024-03,Tuesday,5.110954915152123
9,hn9ORQ9h3zg,2024-03-19 15:58:41+00:00,How To Know You Aren't The Only One She's Talking To! ( Don't Let THIS Happen),"* FREE EBOOK: 7 COMMON MISTAKES MEN MAKE WHEN ATTRACTING A WOMAN 
https://www.apolloniaponti.co/free-e-book-7-common-mistakes-men-make

Want to know if you're the only one she's interested in? Watch this video to uncover the signs that indicate she might be chatting with other men! Make sure to subscribe for more valuable insights on relationships and dating.

Subscribe Here: https://www.youtube.com/c/ApolloniaPonti?sub_confirmation=1 

GET IN TOUCH WITH APOLLONIA (website): www.apolloniaponti.com 
Watch Next Videos (3) 

________

CHECKOUT CLIENT SUCCESS STORIES HERE 🥳: 
https://www.apolloniaponti.co/apollonia-testimonials
________

Say ""hi"" on social: 
Instagram: https://www.instagram.com/apollonia_ponti/
Facebook: https://www.facebook.com/apollonialovecoach

Listen to the Elevated Man Podcast: 
https://podfollow.com/the-elevated-man

[CONTACT ME] **PLEASE SEE NOTE BELOW 

Apollonia Ponti is the top leading female dating coaching with over 8 years of experience working with men directly. She is the #1 leading dating and relationship coach for men that with hundreds of proven testimonials. She has worked with over 5,000 men. Apollonia Ponti is going to help you attract women, talk to women, date women, seduce women, get the woman you want, become more confident, help you pick the right woman, how to flirt, and most importantly, attract high-quality women to have a healthy relationship with the woman you've always wanted. 

Media, coaching questions, video testimonials, and interviews: team@apolloniaponti.com

© Apollonia Ponti. All rights reserved.
00:00 Introduction
00:31 #1 
02:33 #2
03:30 #3
04:22 #4
04:40 #5
05:14 #6
06:03 #7","[""how to know if she's talking to other guys"", ""how to know he's talking to someone else"", 'dating', 'dating advice', 'does she like me', 'dating advice for men', 'secret signs she likes you', 'how to get a girl', 'courtney ryan', ""she's playing you"", 'shes playing games', ""how to know she's interested in you"", 'get her to commit', ""if she's talking to other guys"", 'apollonia ponti', 'dating tips for men', 'Does she like me', 'how to attract her', 'get her interested']",PT7M23S,hd,false,10590.0,436.0,77.0,2024-03-19,15:58:41,443.0,41.17091595845137,7.2710103871576965,2024-03,Tuesday,4.8441926345609065
